20260414  ;ZE6                           ;T315780005     ;APF296427 ;EX35F;K212;30;0        ;4;SOFIE.MAMPAEY                 ;
20260414  ;ZE6                           ;T315780006     ;APF296551 ;EX36F;K212;30;0        ;4;SOFIE.MAMPAEY                 ;
20260210  ;ZS4VSD+                       ;T315918019     ;APF296271 ;EY68F;K361;30;0        ;*;SOFIE.MAMPAEY                 ;
20260210  ;ZS4VSD+                       ;T315918020     ;APF296291 ;EY69F;K361;30;0        ;*;SOFIE.MAMPAEY                 ;
20260210  ;ZS4VSD+                       ;T315918021     ;APF296307 ;EY70F;K361;30;0        ;*;SOFIE.MAMPAEY                 ;
20260521  ;ZH560+'                       ;T315919019     ;APF296373 ;EY78F;V196;30;0        ;6;SOFIE.MAMPAEY                 ;
20260521  ;ZH560+'                       ;T315919020     ;APF296425 ;EY79F;V196;30;0        ;6;SOFIE.MAMPAEY                 ;
20260126  ;ZT75 STD                      ;T316035002     ;APF296235 ;FA12F;K152;30;0        ;2;SIGRID.VAN.REETH              ;
20260317  ;GA160VSDA3                    ;T316328004     ;APF296586 ;FE27F;K155;30;0        ;T;KENNETH.VAN.LAEKEN            ;
20260414  ;ZA6                           ;T316482002     ;APF296552 ;FE69F;K212;30;0        ;4;SOFIE.MAMPAEY                 ;
20260213  ;ZR250VSD+                     ;T316730005     ;APF296407 ;FI62F;V248;30;0        ;3;SIGRID.VAN.REETH              ;
20260212  ;ZT90VSD STD                   ;T316897003     ;APF296508 ;FK52F;V153;30;0        ;2;SIGRID.VAN.REETH              ;
20260320  ;GA132VSDA3                    ;T316899003     ;APF296588 ;FK59F;K155;30;0        ;T;KENNETH.VAN.LAEKEN            ;
20260507  ;GA200A3                       ;T316928007     ;APF296451 ;FK62F;V003;30;0        ;1;KENNETH.VAN.LAEKEN            ;
20260227  ;ZS5VSD                        ;T316934004     ;APF296547 ;FK84F;K360;30;0        ;=;SOFIE.MAMPAEY                 ;
20260320  ;ND2500VSD                     ;T317097004     ;APF296485 ;FL92F;K822;30;0        ;M;KIRSTEN.BAUWENS               ;
20260306  ;ZR315VSD                      ;T317139016     ;APF296706 ;FN86F;V216;30;0        ;3;SIGRID.VAN.REETH              ;
20260306  ;ZR315                         ;T317139017     ;APF296707 ;FN87F;V216;30;0        ;3;SIGRID.VAN.REETH              ;
20260306  ;ZR315                         ;T317139018     ;APF296708 ;FN88F;V216;30;0        ;3;SIGRID.VAN.REETH              ;
20260219  ;ZT200                         ;T317141007     ;APF296649 ;FN89F;K258;30;0        ;3;SIGRID.VAN.REETH              ;
20260305  ;ZT250                         ;T317145003     ;APF296674 ;FN95F;V258;30;0        ;3;SIGRID.VAN.REETH              ;
20260224  ;ZS5                           ;T317158003     ;APF296548 ;FO58F;K360;30;0        ;=;SOFIE.MAMPAEY                 ;
20260324  ;GA132VSDA3                    ;T317159002     ;APF296648 ;FO67F;V155;30;0        ;T;KENNETH.VAN.LAEKEN            ;
20260217  ;ZT55 STD                      ;T317162003     ;APF296543 ;FO69F;K152;30;0        ;2;SIGRID.VAN.REETH              ;
20260224  ;ZT75VSD STD                   ;T317414007     ;APF296749 ;FQ89F;V152;30;0        ;2;SIGRID.VAN.REETH              ;
20260225  ;ZT75VSD STD                   ;T317414008     ;APF296763 ;FQ90F;V152;30;0        ;2;SIGRID.VAN.REETH              ;
20260213  ;ZT315VSD                      ;T317472004     ;APF296709 ;FR78F;K258;30;0        ;3;SIGRID.VAN.REETH              ;
20260504  ;ZA5                           ;T317494020     ;APF296692 ;FS45F;K212;30;0        ;4;SOFIE.MAMPAEY                 ;
20260513  ;ZH710+'                       ;T317496021     ;APF296710 ;FS47F;V196;30;0        ;6;SOFIE.MAMPAEY                 ;
20260306  ;ZS4VSD                        ;T317531002     ;APF296754 ;FS64F;K361;30;0        ;*;SOFIE.MAMPAEY                 ;
20260303  ;ZT90VSD STD                   ;T317581009     ;APF296823 ;FU00F;V152;30;0        ;2;SIGRID.VAN.REETH              ;
20260302  ;ZT90VSD STD                   ;T317581010     ;APF296834 ;FU01F;V152;30;0        ;2;SIGRID.VAN.REETH              ;
20260303  ;ZS5VSD                        ;T317585010     ;APF296846 ;FU31F;K360;30;0        ;=;SOFIE.MAMPAEY                 ;
20260303  ;ZS5VSD                        ;T317585011     ;APF296889 ;FU32F;K360;30;0        ;=;SOFIE.MAMPAEY                 ;
20260303  ;ZS5VSD                        ;T317585012     ;APF296890 ;FU33F;K360;30;0        ;=;SOFIE.MAMPAEY                 ;
20260316  ;GA132VSDA3                    ;T317601002     ;APF296858 ;FU56F;K154;30;0        ;T;KENNETH.VAN.LAEKEN            ;
20260311  ;ZR250VSD                      ;T317891012     ;APF296913 ;FY76F;K216;30;0        ;3;SIGRID.VAN.REETH              ;
20260223  ;ZT145STD-10,4-60/E            ;8154901933     ;          ;AK80F;K171;30;0        ;O;Patrick.Simons                ;
20260223  ;ZT145STD-10,4-60/E            ;8154901933     ;          ;AK81F;K171;30;0        ;O;Patrick.Simons                ;

